postal_code,status,region_mm,region_en,township_mm,township_en,locality_mm,locality_en,inferred_locality_type,matched_township_id,matched_local_admin_area_id,name_evidence,match_method,duplicate_extra_source_rows,source_row_count_en,source_row_count_my,reason,matched_township_public_id,v2_status,v2_reason,matched_local_admin_public_id
0104212,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မချမ်းဘော မြို့နယ်,Machanbaw Township,အင်ခင့်ဝါကာ ကျေးရွာအုပ်စု,In Khint War Kar Village Tract,village_tract,6686,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6686 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0104213,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မချမ်းဘော မြို့နယ်,Machanbaw Township,လရုတင်ကော့ ကျေးရွာအုပ်စု,La Ru Tin Kawt Village Tract,village_tract,6686,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6686 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0104214,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မချမ်းဘော မြို့နယ်,Machanbaw Township,ပဆီဒမ် ကျေးရွာအုပ်စု,Pa Si Dam Village Tract,village_tract,6686,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6686 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0104216,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မချမ်းဘော မြို့နယ်,Machanbaw Township,ဝါလန်ဂါး ကျေးရွာအုပ်စု,War Lang Ga Village Tract,village_tract,6686,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6686 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0104218,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မချမ်းဘော မြို့နယ်,Machanbaw Township,နွမ်လာတွမ်ခူး ကျေးရွာအုပ်စု,Num Lar Tum Hku Village Tract,village_tract,6686,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6686 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0104220,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မချမ်းဘော မြို့နယ်,Machanbaw Township,တန်ဖန်ဂါး ကျေးရွာအုပ်စု,Tan Hpan Ga Village Tract,village_tract,6686,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6686 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0104221,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မချမ်းဘော မြို့နယ်,Machanbaw Township,လရှတွန်ခန် ကျေးရွာအုပ်စု,La Sha Tun Khan Village Tract,village_tract,6686,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6686 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0104222,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မချမ်းဘော မြို့နယ်,Machanbaw Township,ဒဂွမ်ဂါး ကျေးရွာအုပ်စု,Da Gum Ga Village Tract,village_tract,6686,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6686 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0104223,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မချမ်းဘော မြို့နယ်,Machanbaw Township,ထိန်ဘူဂါး ကျေးရွာအုပ်စု,Hting Bu Ga Village Tract,village_tract,6686,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6686 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0104224,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မချမ်းဘော မြို့နယ်,Machanbaw Township,မဂေါင်ဒေါင်ဖွတ် ကျေးရွာအုပ်စု,Ma Gawng Dawng Hput Village Tract,village_tract,6686,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6686 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0104225,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မချမ်းဘော မြို့နယ်,Machanbaw Township,ရှဒွန်ဂါး ကျေးရွာအုပ်စု,Sha Dun Gar Village Tract,village_tract,6686,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6686 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0104226,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မချမ်းဘော မြို့နယ်,Machanbaw Township,တာလောကြီး ကျေးရွာအုပ်စု,Tar Law Gyi Village Tract,village_tract,6686,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6686 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0105001,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ပူတာအို မြို့နယ်,Puta-O Township,ပန်းလှိုင် ရပ်ကွက်,Pan Hlaing Quarter,ward,6685,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6685 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0105002,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ပူတာအို မြို့နယ်,Puta-O Township,ဟိုခို ရပ်ကွက်,Ho Kho Quarter,ward,6685,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6685 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0105003,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ပူတာအို မြို့နယ်,Puta-O Township,မြို့မ ရပ်ကွက်,Myo Ma Quarter,ward,6685,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6685 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0105004,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ပူတာအို မြို့နယ်,Puta-O Township,ကောင်ကထောင် ရပ်ကွက်,Kawng Ka Htaung Quarter,ward,6685,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6685 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0105005,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ပူတာအို မြို့နယ်,Puta-O Township,တပ်သစ် ရပ်ကွက်,Tat Thit Quarter,ward,6685,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6685 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0105006,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ပူတာအို မြို့နယ်,Puta-O Township,တုံလီထု ရပ်ကွက်,Ton Li Htu Quarter,ward,6685,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6685 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0105007,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ပူတာအို မြို့နယ်,Puta-O Township,ပါအင် ရပ်ကွက်,Par In Quarter,ward,6685,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6685 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0105008,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ပူတာအို မြို့နယ်,Puta-O Township,လေယာဉ်ကွင်း ရပ်ကွက်,Lay Yin Kwin Quarter,ward,6685,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6685 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0105009,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ပူတာအို မြို့နယ်,Puta-O Township,ဒုတ္တန် ရပ်ကွက်,Doke Tan Quarter,ward,6685,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6685 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0105010,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ပူတာအို မြို့နယ်,Puta-O Township,လုံးစွတ် ရပ်ကွက်,Lone Sut Quarter,ward,6685,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6685 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0105011,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ပူတာအို မြို့နယ်,Puta-O Township,မူလာရှီဒီး ရပ်ကွက်,Mu Lar Shee Dee Quarter,ward,6685,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6685 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0106001,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ဆွမ်ပရာဘွမ် မြို့နယ်,Sumprabum Township,ကဘရန်ခူး ရပ်ကွက်,KaBaYanKhu Quarter,ward,6669,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6669 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0106002,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ဆွမ်ပရာဘွမ် မြို့နယ်,Sumprabum Township,မြို.မ ရပ်ကွက်,Myo Ma Quarter,ward,6669,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6669 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0106003,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ဆွမ်ပရာဘွမ် မြို့နယ်,Sumprabum Township,ဝါစပ်ခူး ရပ်ကွက်,War Sat Khu Quarter,ward,6669,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6669 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0106240,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ဆွမ်ပရာဘွမ် မြို့နယ်,Sumprabum Township,ကွမ်ရှင်ကော့ဆာ ကျေးရွာအုပ်စု,Kun Shin Kawt Sar Village Tract,village_tract,6669,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6669 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0107001,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ချီ​ဖွေ မြို့နယ်,Chipwi Township,ရစ်လောခေါင် ရပ်ကွက်,Yit Law Hkaung Quarter,ward,6690,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6690 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0107002,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ချီ​ဖွေ မြို့နယ်,Chipwi Township,ဥက္ကပ် ရပ်ကွက်,Oke Kat Quarter,ward,6690,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6690 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0107003,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ချီ​ဖွေ မြို့နယ်,Chipwi Township,ဘာလဲ့ဒမ် ရပ်ကွက်,Ba Leit Dan Quarter,ward,6690,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6690 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0107004,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,ချီ​ဖွေ မြို့နယ်,Chipwi Township,ကန်ပိုင်ယံ ရပ်ကွက်,Kan Paing Yan Quarter,ward,6690,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6690 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109001,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,ဆင်ဆာ့ကောင်း ရပ်ကွက်,Sin Sa Kawng Quarter,ward,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109002,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,မုန်ဒိန်ကောင်း ရပ်ကွက်,Mon Dein Kawng Quarter,ward,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109003,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,ဟူးကောင်း ရပ်ကွက်,Hu Kawng Quarter,ward,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109004,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,ကင်ဆား ရပ်ကွက်,Kin Sar Quarter,ward,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109005,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,ဒူကောင်း ရပ်ကွက်,Du Kawng Quarter,ward,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109006,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,ပုန်ခုန်ကောင်း ရပ်ကွက်,Pon Khon Kawng Quarter,ward,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109206,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,ဒနိုင်ယန် ကျေးရွာအုပ်စု,Da Naing Yang Village Tract,village_tract,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109207,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,အင်ထွဲအင်ပရော့ ကျေးရွာအုပ်စု,In Htoi In Praw Village Tract,village_tract,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109208,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,ဂေါ့လွန်ယန် ကျေးရွာအုပ်စု,Gawt Lwng Yang Village Tract,village_tract,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109209,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,ဆရာကထောင် ကျေးရွာအုပ်စု,Sa Rar Ka Htaung Village Tract,village_tract,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109210,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,ဇီးကောင့် ကျေးရွာအုပ်စု,Zi Kawng Village Tract,village_tract,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109211,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,အင်ဂမ်ဂါး ကျေးရွာအုပ်စု,In Gam Gar Village Tract,village_tract,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109212,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,ရှိန့်ဘွေကောင့် ကျေးရွာအုပ်စု,Shein Bway Kawng Village Tract,village_tract,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109213,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,အာလျှင် ကျေးရွာအုပ်စု,Ahr Hlyin Village Tract,village_tract,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109214,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,ဆင်(မ်)ဆ ကျေးရွာအုပ်စု,Sim Sa Village Tract,village_tract,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0109217,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,တနိုင်း မြို့နယ်,Tanai Township,ရှဒူဇွတ် ကျေးရွာအုပ်စု,Sha Du Suk Village Tract,village_tract,6666,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6666 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0110212,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မိုးကောင်း မြို့နယ်,Mogaung Township,မုတ်နောင် ကျေးရွာအုပ်စု,Moke Nawng Village Tract,village_tract,6660,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6660 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0110229,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မိုးကောင်း မြို့နယ်,Mogaung Township,နမ္မတီး ကျေးရွာအုပ်စု,Nam Ma Tee Village Tract,village_tract,6660,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6660 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0110237,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မိုးကောင်း မြို့နယ်,Mogaung Township,နမ်းခမ်း ကျေးရွာအုပ်စု,Nam Hkam Village Tract,village_tract,6660,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6660 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0111001,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မိုးညှင်း မြို့နယ်,Mohnyin Township,နန့်ခါ ရပ်ကွက်,Nam Khar Quarter,ward,6601,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6601 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0111002,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မိုးညှင်း မြို့နယ်,Mohnyin Township,မြို့မ ရပ်ကွက်,Myo Ma Quarter,ward,6601,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6601 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0111003,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မိုးညှင်း မြို့နယ်,Mohnyin Township,အုတ်ကျင်း ရပ်ကွက်,Oke Kyin Quarter,ward,6601,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6601 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0111004,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မိုးညှင်း မြို့နယ်,Mohnyin Township,အရှေ့စု ရပ်ကွက်,Ah Shey Su Quarter,ward,6601,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6601 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0111005,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မိုးညှင်း မြို့နယ်,Mohnyin Township,အောင်သပြေ ရပ်ကွက်,Aung Tha Pyay Quarter,ward,6601,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6601 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0111238,missing_local_admin_identity,ကချင်ပြည်နယ်,Kachin State,မိုးညှင်း မြို့နယ်,Mohnyin Township,မင်းကုန်း ကျေးရွာအုပ်စု,Min Kone Village Tract,village_tract,6601,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6601 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
