postal_code,region_name_en,region_name_my,township_name_en,township_name_my,locality_name_en,locality_name_my,locality_type,township_admin_area_id,local_admin_area_id,match_status,match_method,review_reason
0201215,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Ah Htet Lu Lun Village Tract,အထက်လူလွန်း ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201216,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Lon Tun Village Tract,လုံတွန် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201217,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Hpar Kyet Village Tract,ဖါကျက် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201218,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Yaw Kyaw Village Tract,ယောကျော် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201219,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Chein Kauk Village Tract,ချိန်ကောက် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201220,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Taw Lun Village Tract,တော်လွန်း ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201221,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Lat Kee Lon Yar Village Tract,လပ်ကီးလုံရာ ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201222,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,San Tee Village Tract,ဆန်တီး ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201223,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Rein Khu Village Tract,ရိန်းခူး ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201224,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Kar Lun Village Tract,ကာလွန်း ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201225,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Mi Ku Nauk Kone Village Tract,မီကူးနောက်ကုန်း ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201226,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Kyar Wun Nauk Pauk Village Tract,ကျားဝမ်နောက်ပေါက် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201227,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Taw Kye Village Tract,တော်ကျဲ ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201228,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Yan Si Village Tract,ရန်စီ ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201229,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Lun Nu Village Tract,လွန်နူး ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201230,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Chan Ban Village Tract,ချမ်ဗန် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201231,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Ka Gyi Chan My Village Tract,ကကြီးချမ်မြူ ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201232,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Don Hee (Don Yee Sub-township) Village Tract,ဒုံဟီး ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201233,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Ha Khee Village Tract,ဟခီး ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201234,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Lar Mar Village Tract,လားမား ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201235,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Ngaing Maung Village Tract,ငိုင်မောင်း ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201236,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Lar Haung Village Tract,လားဟောင်း ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201237,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Ha San Kaing Village Tract,ဟဆန်းကိုင် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201238,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Leik Lin Kan Village Tract,လိပ်လင်းကန် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201239,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Hnoke Par Village Tract,နှုတ်ပါ ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201240,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Bo Te Lar Nu Village Tract,ဗိုတဲလာနူး ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201241,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Ha Khun Village Tract,ဟခွန်း ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201242,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Ha Haung Village Tract,ဟဟောင် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201243,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Kaw Lan Village Tract,ကော်လန်း ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201244,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Ha Chun Sar Village Tract,ဟချွန်းဆား ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201245,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Ha Sheik Nauk Nyu Village Tract,ဟရှိတ်နောက်ညူ ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201246,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Ke San Bauk Lun Village Tract,ကဲဆန်ဘောက်လွန်း ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201247,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Ke San Sar Lin Village Tract,ကဲဆန်ဆာလင် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201248,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Yan Naw San Ri Village Tract,ရန်နောဆန်ရီ ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201249,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Chan Ma Kauk San Ri Village Tract,ချမ္မကောက်ဆန်ရီ ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201250,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Wan Ka Sun Khaw Village Tract,ဝမ်ကဆွန်ခေါ် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201251,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Kyu Yan Village Tract,ကြူယန်း ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201252,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Ke San Laung Kyan Village Tract,ကဲဆန်လောင်ကျန် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201253,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Kar Yaw Kon Shwe Village Tract,ကားရော်ကုန်ရွှေ ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201254,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Pun Shein Village Tract,ပွန်ရှိန် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201255,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Sheik Nyu Village Tract,ရှိတ်ညူ ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201256,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Yaw Kun Village Tract,ရော်ကွန် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201257,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Shan He Village Tract,ရှန်ဟဲ ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201258,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Ta Kaing Village Tract,တကိုင်း ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201259,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Naung Yan Village Tract,နောင်ယမ်း ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201260,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Ta Kone (1) Village Tract,တကုံး (၁) ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201261,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Naung Ka Lu Village Tract,နောင်ကလူး ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201262,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Nan Lit Village Tract,နန်လစ် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201263,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Hta Haw (1) Village Tract,ထဟော (၁) ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201264,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Hu Laung Village Tract,ဟူလောင် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201265,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Lon Laung Village Tract,လုံလောင်း ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0201266,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Nanyun Township,နန်းယွန်း မြို့နယ်,Wut Htan Village Tract,ဝပ်ထမ်း ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0260001,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Pansaung Town,ပန်ဆောင် မြို့,Ah Htet Quarter,အထက် ရပ်ကွက်,ward,,,unmatched,exact_town_to_parent_township,Source township resolved but CoreMap township id not matched in admin pass
0260002,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Pansaung Town,ပန်ဆောင် မြို့,Ah Lel Quarter,အလယ် ရပ်ကွက်,ward,,,unmatched,exact_town_to_parent_township,Source township resolved but CoreMap township id not matched in admin pass
0260003,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Pansaung Town,ပန်ဆောင် မြို့,Auk Quarter,အောက် ရပ်ကွက်,ward,,,unmatched,exact_town_to_parent_township,Source township resolved but CoreMap township id not matched in admin pass
0261001,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Don Hee Town Town,ဒုံဟီး မြို့,Myo Ma Quarter,မြို့မ ရပ်ကွက်,ward,,,unmatched,exact_town_to_parent_township,Source township resolved but CoreMap township id not matched in admin pass
0261002,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Don Hee Town Town,ဒုံဟီး မြို့,Me Tae Quarter,မီတဲ ရပ်ကွက်,ward,,,unmatched,exact_town_to_parent_township,Source township resolved but CoreMap township id not matched in admin pass
0261003,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Don Hee Town Town,ဒုံဟီး မြို့,Htam Yone Quarter,ထမ်ယုန်း ရပ်ကွက်,ward,,,unmatched,exact_town_to_parent_township,Source township resolved but CoreMap township id not matched in admin pass
0263001,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Mo Paing Lut Town,မိုပိုင်းလွတ် မြို့,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,,,unmatched,unmatched,Could not uniquely resolve township; do not create admin polygon from postal name
0263002,Sagaing Region,စစ်ကိုင်းတိုင်းဒေသကြီး,Mo Paing Lut Town,မိုပိုင်းလွတ် မြို့,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,,,unmatched,unmatched,Could not uniquely resolve township; do not create admin polygon from postal name
0402001,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402002,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402003,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,ward,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402004,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,ward,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402200,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,Let Khoke Pin Village Tract,လက်ခုတ်ပင် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402201,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,Pin Lel Thet Village Tract,ပင်လယ်သက် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402202,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,Kan Thar Village Tract,ကံသာ ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402203,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,U Yin Zin Village Tract,ဥယျာဉ်ဇင် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402204,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,Yae Poke Village Tract,ရေပုတ် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402205,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,Ku Lar Bar Village Tract,ကုလားပါး ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402206,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,Kan Thit Village Tract,ကံသစ် ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402207,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,Kan Ku Lar Village Tract,ကံကုလား ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402208,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,Ka Dee Village Tract,ကဒီး ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402209,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,Pauk Ngu Village Tract,ပေါက်ငူ ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402210,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,Tha Nat Pin Su Village Tract,သနပ်ပင်စု ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402211,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,Man Kyoe Village Tract,မန်းကြိုး ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402212,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,Kyauk San Village Tract,ကျောက်စံ ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
0402213,Magway Region,မကွေးတိုင်းဒေသကြီး,Minbu Township,မင်းဘူး မြို့နယ်,Hta Naung Taw Village Tract,ထနောင်းတော ကျေးရွာအုပ်စု,village_tract,,,unmatched,exact_township_name,Source township resolved but CoreMap township id not matched in admin pass
