source_key,entity_type,survivor_core_id,duplicate_core_ids,preserve_survivor_geometry,hard_delete,dependency_counts_survivor,dependency_counts_duplicates,repoint_plan,recommended_decision,review_decision,review_note
ward:MMR005011701503:row1611:ward_boundary_countrywide_v94.zip_mmr_polbnda_adm5_mimu_v9_4.shp,ward,6794,6797,true,false,names=2|children=0|places=0|addresses=0|streets=0|buildings=0|postal_local=0|saved_places=0|geom_npoints=172|area_m2=1622179|verification=unverified,6797:{names=2|children=0|places=0|addresses=0|streets=0|buildings=0|postal_local=0|saved_places=0|geom_npoints=134|area_m2=804806|verification=unverified},UPDATE referencing tables SET admin_area_id/local_admin_area_id/parent_id FROM duplicate ids TO survivor; then soft-retire duplicates (is_active=false / deleted_at) — never hard DELETE. Preserve survivor geom.,merge_confirmed_duplicate,,
ward:MMR013029701504:row1840:ward_boundary_countrywide_v94.zip_mmr_polbnda_adm5_mimu_v9_4.shp,ward,5119,5113,true,false,names=2|children=0|places=0|addresses=0|streets=0|buildings=0|postal_local=0|saved_places=0|geom_npoints=163|area_m2=884726|verification=unverified,5113:{names=2|children=0|places=0|addresses=0|streets=0|buildings=0|postal_local=0|saved_places=0|geom_npoints=76|area_m2=442879|verification=unverified},UPDATE referencing tables SET admin_area_id/local_admin_area_id/parent_id FROM duplicate ids TO survivor; then soft-retire duplicates (is_active=false / deleted_at) — never hard DELETE. Preserve survivor geom.,merge_confirmed_duplicate,,
ward:MMR013029701504:row1841:ward_boundary_countrywide_v94.zip_mmr_polbnda_adm5_mimu_v9_4.shp,ward,5119,5113,true,false,names=2|children=0|places=0|addresses=0|streets=0|buildings=0|postal_local=0|saved_places=0|geom_npoints=163|area_m2=884726|verification=unverified,5113:{names=2|children=0|places=0|addresses=0|streets=0|buildings=0|postal_local=0|saved_places=0|geom_npoints=76|area_m2=442879|verification=unverified},UPDATE referencing tables SET admin_area_id/local_admin_area_id/parent_id FROM duplicate ids TO survivor; then soft-retire duplicates (is_active=false / deleted_at) — never hard DELETE. Preserve survivor geom.,merge_confirmed_duplicate,,
ward:MMR010005701502:row1912:ward_boundary_countrywide_v94.zip_mmr_polbnda_adm5_mimu_v9_4.shp,ward,6211,6212,true,false,names=2|children=0|places=0|addresses=0|streets=0|buildings=0|postal_local=0|saved_places=0|geom_npoints=87|area_m2=3200360|verification=unverified,6212:{names=2|children=0|places=0|addresses=0|streets=0|buildings=0|postal_local=0|saved_places=0|geom_npoints=87|area_m2=3200360|verification=unverified},UPDATE referencing tables SET admin_area_id/local_admin_area_id/parent_id FROM duplicate ids TO survivor; then soft-retire duplicates (is_active=false / deleted_at) — never hard DELETE. Preserve survivor geom.,merge_confirmed_duplicate,,
village:150596:row26:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119242,119449;119523,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119449:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119523:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:151060:row53:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119318,119485,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119485:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:151142:row71:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119108,119183,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119183:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:216725:row80:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119102,119398,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119398:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:151903:row95:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119298,119301;119375,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119301:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119375:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:151914:row112:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119162,119478,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119478:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:152419:row137:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119055,119113;119230,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119113:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119230:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:153277:row175:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119326,119373,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119373:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:153967:row184:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119206,119365,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119365:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:153973:row185:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119217,119363,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119363:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:153974:row189:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119152,119235;119299,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119235:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119299:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:154611:row197:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119152,119235;119299,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119235:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119299:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:154608:row198:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119180,119357,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119357:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:154609:row199:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119226,119427;119493,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119427:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119493:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:154955:row207:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119031,119511,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119511:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:216740:row210:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119057,119476,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119476:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:155493:row214:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119409,167381,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,167381:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:155898:row235:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119028,119171;119360;119475,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119171:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119360:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119475:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:155899:row237:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119041,119465,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119465:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:157802:row312:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119298,119301;119375,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119301:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119375:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:157797:row316:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119162,119478,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119478:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:157872:row319:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119217,119363,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119363:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:158257:row327:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119017,119243;119499,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119243:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119499:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:158263:row330:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119055,119113;119230,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119113:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119230:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:158695:row343:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119111,119193,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119193:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:158703:row345:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119108,119183,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119183:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:159221:row374:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119326,119373,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119373:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:159380:row376:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119318,119485,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119485:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:160102:row422:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119028,119171;119360;119475,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119171:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119360:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119475:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:160103:row424:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119041,119465,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119465:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:160105:row426:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119278,119364;119431,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119364:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119431:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:164175:row483:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119102,119398,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119398:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:161981:row489:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119421,167372,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,167372:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:164177:row505:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119111,119193,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119193:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:162625:row518:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119017,119243;119499,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119243:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119499:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:162833:row539:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119031,119511,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119511:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:162830:row542:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119180,119357,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119357:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:162828:row544:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119226,119427;119493,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119427:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|119493:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:163714:row555:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119206,119365,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119365:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:150140:row567:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119629,119881,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119881:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:150142:row569:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,119577,119715;149466,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,119715:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|149466:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
